Uid,r_id
34172,1369
34173,23764
34174,20581
34174,22594
34174,49746
34175,7570
34176,555
34176,19982
34177,50001
34178,33838
34179,19982
34180,32257
34181,20282
34181,27113
34181,50001
34182,32635
34182,33195
34183,49138
34184,23734
34185,2652
34185,29888
34186,32441
34187,22607
34188,19060
34189,22259
34190,4167
34191,2879
34191,7570
34191,20101
34191,22375
34191,26913
34191,49425
34192,26845
34193,21481
34194,49012
34194,49524
34195,793
34195,43312
34195,50002
34196,24746
34197,42189
34198,18829
34198,33729
34198,50414
34199,49626
34200,42129
34201,29888
34202,143
34202,29662
34203,31397
8873,2959
8873,7704
8873,29950
8873,37361
8873,38492
8873,40798
8873,46668
8873,51857
34204,13985
34204,20275
34204,22259
34204,25364
34204,48132
8586,152
8586,29662
8586,29995
8586,32107
8586,37679
8586,49440
8586,51972
34205,14230
34205,19269
34205,41818
34205,51756
34206,38434
34206,40134
34206,50414
34207,9774
34208,37939
34209,21335
34210,6254
34210,20282
34210,37583
34211,34140
34212,224
34213,19616
34213,37950
34213,38822
34214,2812
34214,33498
34214,40178
34215,21406
34216,20996
34217,226
34217,728
34217,2949
34217,10239
34217,12820
34217,19695
34217,42129
34217,45828
34218,7570
34219,1452
34220,793
34220,20282
34220,22048
34220,31469
34220,33195
34220,33594
34220,50002
34220,50614
34221,10696
34222,16246
34223,32088
34224,22560
34225,44251
34226,48132
34227,43312
34228,50414
34229,28614
34230,49074
34231,24380
34232,52262
34233,30378
34234,39344
34235,17662
34235,18182
34235,20469
34235,34140
34235,35552
34236,13985
34237,33195
34237,37962
34237,49012
34238,14117
34238,16246
34238,29426
34238,30447
34239,21922
34239,28614
34239,49648
34240,299
34240,22259
34240,49957
34241,33186
34242,20298
34242,21171
34242,23764
34242,30606
34242,32792
34242,33418
34242,33594
34242,49012
34242,50066
34243,19975
34243,20298
34243,32381
34244,21330
34244,31397
34244,34505
34244,36418
34244,38839
34245,29617
34246,38434
34247,38291
10065,675
10065,14016
34248,20282
34249,41843
34250,9795
34251,37962
34252,17005
34253,38113
34254,38087
34254,47472
34254,50002
34255,15990
34256,20282
34256,33311
34257,12613
34258,7570
34259,543
34260,13782
34261,50414
34262,38016
34262,48184
34263,12820
34264,543
34265,20282
34265,46622
34266,258
34266,34505
34267,36211
9111,22833
34268,15990
34269,33594
34269,37962
34269,44052
34270,1369
34270,2884
34270,19982
34270,50002
34271,645
34271,21921
34271,21922
34271,33311
34271,49012
34272,19060
34272,22371
34272,44200
34272,44364
34273,31469
34273,44052
34273,45004
34273,48132
34274,32441
34275,2884
34275,32088
34275,34273
34275,37361
34275,40611
34276,25425
34277,20737
34278,13171
34278,50505
34279,20469
34280,28928
34281,1369
34281,20282
34281,22175
34281,33594
34281,35669
34281,37583
34282,7842
34283,14083
34284,19748
34284,20942
34284,27452
34284,37962
34284,50143
10185,21912
34285,2825
34285,49437
34286,29673
34286,37583
34286,44629
34286,44639
34286,45004
34287,645
34288,48118
34289,28928
34290,42189
34291,48566
34292,40121
34293,655
34293,4167
34294,21922
34295,41818
34296,37808
34297,33195
34298,1420
34299,3052
34300,7582
34300,23029
34301,42669
34302,2652
4254,24769
4254,28928
4254,46622
34303,645
34303,40798
34303,50414
34304,813
8113,9885
8113,28928
8113,35928
8113,38113
8113,44376
34305,1443
34306,44166
34307,22833
34308,23085
34309,15247
34310,21335
34310,49012
34311,7287
34311,22607
34311,34172
34312,341
34312,15798
34312,31469
34312,37583
34312,49012
34313,1374
34314,46287
34315,341
34315,15247
34315,15990
34315,22658
34315,37970
34315,49181
34316,29950
34317,37952
34318,37720
5678,45139
34319,321
34319,20189
34319,34767
34320,32441
34321,109
34322,32326
34323,145
34323,20941
34324,4910
34324,15990
34325,8033
34325,20941
34325,39393
34325,40134
34326,19623
34326,49012
34327,4923
34328,19695
34329,39393
34330,29924
34331,45004
34331,52262
34332,19771
34332,29461
34332,34961
34332,39986
34332,40134
34333,52262
34334,11174
34335,37720
34336,20189
34337,7844
34337,20941
34337,20996
34338,52428
34339,10696
34340,40134
34341,22541
34342,29133
34343,8943
34344,37295
34345,40091
34345,50001
34346,34505
34347,45649
34347,50066
34348,9774
34349,245
34350,30695
10454,29133
10454,32292
10454,33594
10454,36963
10454,37583
10454,46622
10454,48118
10454,50006
34351,299
8981,793
8981,20862
8981,33195
8981,37583
8981,37720
8981,49746
34352,420
34353,37679
34353,40644
8364,238
8364,20298
8364,23028
8364,32107
8364,44466
34354,143
34354,2881
34355,4167
34355,39174
34355,51714
34356,20737
34356,20996
34356,45004
34357,19882
7339,15798
7339,28580
7339,35552
7339,37726
34358,28928
34358,49012
34359,38926
34359,40176
34360,50351
34361,20050
9792,14964
9792,20996
9792,22193
9792,22658
9792,35089
34362,21335
34363,2898
34363,28580
34363,36418
34364,22175
34365,30695
34366,35444
34367,109
34368,245
34369,43994
34370,2981
34370,26913
34371,29486
34372,21335
34373,2949
34373,4455
34373,29950
34373,37583
34373,42484
34374,21912
34374,22175
34374,45439
34374,52262
34375,666
34376,1368
34376,48118
34377,14083
34377,25364
34377,29924
34377,38492
34377,48782
34377,50066
34378,9774
34379,37583
34380,40792
34381,4923
34381,35552
34382,37951
11507,48118
34383,50943
34384,24769
34385,48118
34386,666
34386,1106
34386,23092
34387,31393
34388,50002
34389,50414
34390,27452
34391,46735
9882,4906
9882,32381
9882,50066
34392,12820
34392,25425
34392,33296
34392,50776
34393,48118
34394,11263
34394,20282
34395,20524
34396,31452
34396,36162
997,230
997,19231
997,19882
34397,48132
34398,31397
34398,37952
34399,1043
34400,1368
34400,29617
34400,41762
34400,47472
34401,20369
34402,33594
34403,35651
34404,38087
34405,7570
34406,40178
34407,2999
34408,41067
34409,34214
34410,28473
34411,2652
34412,35021
34412,37295
34412,38434
34413,22259
34414,20996
34415,29662
34415,29995
34415,44828
34415,47614
34415,47903
5782,12820
34416,40960
34416,51099
34417,39351
34418,19075
34418,44748
34419,238
34419,406
34420,52681
34421,49437
34422,27452
34423,35021
34424,7570
34425,22259
34425,22745
34426,11596
34426,34334
34426,37556
34427,19975
34428,29133
34429,37962
34430,52474
34431,49801
34432,33594
34433,50414
34434,666
34435,50066
34436,22259
34436,22338
34437,22560
34437,41818
34438,1155
34439,9875
2115,44052
34440,35588
34441,238
34441,2667
34441,21893
34441,34582
34441,37723
34441,40287
34441,49437
34442,9774
34442,14286
34442,21335
34442,30606
34442,37720
34442,49012
34443,38760
34443,40798
34444,20028
34445,20942
10084,2773
10084,2884
10084,4923
10084,14446
10084,20854
10084,28580
10084,33594
10084,35579
10084,37720
10084,37962
10084,46073
10084,46396
10084,50414
34446,16354
34447,33780
34448,971
34448,23764
34448,37583
34448,45004
34448,49626
34448,50819
34449,28928
34450,47903
34451,15798
34452,28491
34453,47391
34454,50001
34455,2667
34455,16246
34455,20996
34455,27452
34455,29626
34456,39796
34456,47985
34457,50414
34458,49074
34459,258
34459,631
34459,39351
34459,46668
34460,49957
34461,10696
34462,29673
34462,45004
34463,36963
34464,20282
34464,21335
34464,28928
34464,37939
34464,42189
34464,44052
34464,49012
34465,420
34466,19636
34466,27452
34466,31393
34467,20028
34468,19982
34468,28928
34468,42189
34469,341
34469,16246
34469,52986
34470,40130
34471,15798
34472,22799
34472,28465
34472,29924
6630,5639
34473,242
34473,13398
34474,20094
2833,20298
2833,21481
34475,12275
34475,29617
34476,44465
34477,21336
34477,41232
34478,354
34478,2665
34478,32326
34478,40287
34478,42217
34478,48644
34479,32441
34479,49626
2163,31397
34480,2881
34480,39344
34481,34582
34482,837
34483,29888
34483,32441
34484,33594
34485,22175
34485,35552
34486,21335
34487,656
34487,14286
34487,37720
34488,32441
34489,21335
34490,38207
34491,2667
34492,9242
34493,9795
34494,2652
34495,49957
34496,420
34496,780
34497,4923
34498,20991
34498,21918
34499,319
34499,2923
34499,22314
34499,51857
34500,43994
34501,28580
34502,1078
34502,29221
34503,825
34503,20298
34504,9255
34505,21335
4678,30447
4678,33594
4678,35552
34506,1155
34506,15990
34506,22799
1250,20094
1250,21912
1250,28580
34507,50001
34508,30364
34508,34505
34508,36963
34509,52495
34510,32441
34510,44639
34511,20369
34512,28441
34513,42129
34514,22560
34515,29617
34516,48118
9926,37556
9926,40121
9926,49957
34517,33594
34518,19616
34518,20369
34518,20941
34518,48132
34519,49717
34520,1348
34520,4778
34520,9774
34521,22833
34522,34139
34522,35552
34523,37556
34524,21335
34525,20298
34525,20996
34526,50414
34527,40121
34528,19060
34528,46287
34529,27113
34530,48609
34531,21335
34531,32635
34531,34273
34531,37939
34531,49012
34531,50984
34532,34582
7006,22314
7006,29426
7006,32107
7006,37583
7006,40457
7006,41826
7006,45314
7006,48357
7006,49746
34533,22175
34534,2773
34535,21335
34536,27452
34537,50943
34538,21171
34538,31393
10662,23048
10662,46622
10662,52678
34539,793
34540,20275
34540,40798
34541,37361
34542,29617
34543,33594
9928,52087
34544,35552
9116,29906
34545,23029
34545,44599
34546,24769
34546,52292
34547,27452
34547,37583
34548,50001
34549,109
34549,37583
34550,33594
34551,1016
34552,21912
34552,35680
34553,666
34554,666
34554,21088
34554,48118
34555,4950
34556,15955
34556,17921
34556,20469
34556,28462
34556,38492
34556,48132
34557,15845
34558,7585
34558,37583
34558,49746
34559,37361
34560,19882
34561,22338
34562,14249
34562,15247
34563,45004
34564,22175
34565,51099
34566,21335
34567,29617
34567,35928
34567,37952
34567,46667
34567,46735
34567,49524
34567,52087
34568,21131
34568,49012
34569,2652
34570,34140
34571,20298
34571,37583
34572,33195
34573,48118
34574,28465
34575,41818
34576,20298
34576,35680
34577,21453
34577,51099
34578,28462
34579,78
34579,49012
34579,52087
34580,627
34580,37583
34581,34582
34582,41818
34582,51851
34583,20397
34584,36216
34585,30606
34586,4653
34586,9774
34587,49012
34588,666
34588,23092
34588,32441
34588,52428
34589,31050
34589,48132
34590,387
34590,29633
34591,31347
34592,666
34593,23764
34593,33195
34593,44554
34594,341
34594,1348
34595,7584
34596,280
34597,50240
34598,24769
34599,37361
34600,29425
34601,19882
34601,21171
34602,33594
34602,37974
34602,48118
34603,4936
34603,37583
34603,46693
34604,50001
34605,50240
34606,32704
34606,37361
34607,12820
34608,23473
34609,41818
34609,49059
34610,20854
34610,30022
34610,37583
34611,45431
34612,12602
34613,32218
34613,41089
34613,41818
34613,52495
34614,31397
34615,7704
34615,41067
34615,46622
34616,9210
34617,38113
34618,20854
34618,20942
34618,34273
34618,49012
34618,52289
34619,200
34619,22259
34620,22175
34621,23092
34622,49181
34623,19748
34624,20416
34625,29673
34625,37583
34625,40644
34625,45314
34626,22259
34627,381
34627,35588
34627,46668
34628,14083
34628,19066
34629,20094
34630,21335
9063,20737
9063,20941
9063,22338
9063,30606
9063,37583
9063,37971
34631,41941
34631,49012
34632,24769
34633,31397
34634,29133
34635,5331
34635,49957
34636,24833
34636,28928
34636,32704
34636,38492
34636,48782
34637,23092
34637,37720
34638,34273
34638,38113
34638,40134
34638,40288
34638,49074
34638,50001
34639,29950
34640,837
34640,42484
34641,2736
34641,37720
34641,41762
34641,49012
34641,50001
34642,42189
34643,23048
34643,52495
34644,3094
34645,29133
34645,37962
34646,21753
34646,40452
34646,49746
6466,21106
6466,22175
6466,32218
6466,35669
34647,42129
34647,51099
34648,38113
34649,78
34649,20189
34650,3094
34650,19882
34650,22259
34651,2797
34651,7570
34652,51960
34653,2949
34653,30378
34653,49012
34653,50903
34654,35926
34655,51857
34656,4964
34657,78
34657,1317
34657,2949
34657,4879
34657,19636
34657,28465
34657,34505
34657,37947
34657,40134
34658,35192
34659,456
34660,18198
34660,33334
34660,45004
34661,41477
34662,38434
34662,50414
6868,39986
34663,22259
34664,29617
34665,36213
34665,48118
34666,47472
34667,22259
34667,32961
34667,42129
34668,49012
34669,49012
34670,46373
34671,21106
34671,45004
34671,48118
34672,21335
34673,23048
34673,29673
34673,33100
34673,37583
34674,216
34675,8845
4860,2958
4860,20941
4860,20996
4860,35680
4860,37971
4860,40644
4860,42129
34676,50001
34677,666
34678,15798
34679,35588
34679,39344
34679,44599
34679,45004
34679,48132
34680,6241
34681,24769
34682,21753
34682,50351
34683,8095
34683,40792
34684,1420
34685,49012
6002,35926
6002,35928
34686,21480
34687,28928
34687,43312
34688,28614
34688,31393
34689,31554
34690,20369
34690,32961
34690,47168
34691,43994
34692,28465
34693,33498
34694,20050
34694,40644
34695,15798
34696,29617
34697,33334
34698,51960
34699,10239
34699,34582
34699,37720
34699,50066
34700,420
34700,20369
34701,48782
34702,9795
34703,12275
34704,46287
34705,39494
34706,22992
34707,50001
34708,50066
34709,19982
34709,33498
34709,37583
34710,37952
34711,32635
34712,4653
34712,29888
34712,34988
34712,44269
34712,49839
34712,51857
34713,38252
34714,2999
34714,30447
34714,46622
34715,12820
34716,37720
34717,37952
34718,32381
34718,49524
34719,971
34720,7570
34721,21330
34721,46622
34722,11087
34723,2687
34724,32381
34724,34989
34724,40134
34725,41843
34725,50351
34726,32120
34727,36879
34727,51960
1136,109
1136,14333
1136,21921
1136,29426
34728,37939
34729,14199
34729,39273
34730,20941
34730,27452
34730,32792
34730,37951
34730,39273
34731,20737
34732,28462
34732,35651
34733,14151
34734,37962
34735,29626
34735,39796
2644,6498
2644,15247
2644,15990
2644,49074
2644,50050
34736,43312
34737,48569
5542,20785
34738,37720
34739,380
3940,15247
3940,21921
3940,25364
3940,32381
3940,35928
3940,50876
34740,24769
34740,29617
34740,50001
34741,2652
34741,38207
34742,41762
34743,32961
34744,32326
34744,32441
34745,420
34745,50001
34746,22175
34746,35164
34746,35669
34746,36337
34746,37974
34747,38016
6107,47982
6107,48329
34748,38207
34749,268
34750,33328
34751,44639
34752,45340
34753,23048
34753,32381
34753,38016
1669,245
1669,971
1669,20369
1669,20469
1669,29617
1669,33605
1669,34140
1669,40134
1669,40288
1669,43312
1669,46622
34754,30243
34755,38492
34756,34641
34757,33607
34758,2883
34759,2879
34759,7570
34759,15247
34759,16246
34759,19060
34759,27452
34759,34582
34760,34275
34761,22175
34761,47979
4002,23092
4002,28928
4002,31469
4002,37962
4002,42137
34762,788
34763,35552
34764,40611
34764,52087
34765,31393
34766,12613
6211,22175
6211,32635
34767,15908
34767,19092
34767,19636
34767,21335
34767,28473
34767,34582
34767,45139
34767,48118
34767,49012
34768,791
34768,9855
34768,14232
34768,29133
34768,30606
34768,32381
34768,37441
34768,41843
34768,50776
34769,21480
34769,21912
34769,50776
34770,15247
34770,40134
34771,143
34771,20942
34771,33311
34771,34356
34772,1368
34773,41935
34774,1348
34775,22833
34775,23764
34775,28473
34775,32590
34775,35552
34775,45632
34775,48609
34776,32197
34776,45290
34777,2767
34778,12820
34778,25425
34778,31393
34779,17005
34780,1016
34780,37726
34781,21406
34782,43312
34783,29906
34784,48782
34785,22338
34786,15990
34787,44269
34788,37971
34789,21912
34790,11263
34791,38207
34792,1348
34793,1078
34794,42129
34795,38016
34796,31393
34796,36879
34797,31397
34798,22175
34798,36337
34799,48569
34800,1443
34800,20376
34800,24833
34801,23473
34801,47982
34802,40538
34802,42189
34803,40644
34804,35320
34805,27452
34805,47488
34805,49012
34806,50066
34807,22382
34807,40134
8817,671
8817,34214
8817,42189
34808,25425
34808,39174
34808,45439
34809,14333
34810,633
34811,33195
34812,42189
34813,45004
34814,39319
34815,49012
34816,2965
34816,47903
34817,14446
34817,29673
34818,6241
34818,22259
34819,11806
8106,33311
34820,35680
34821,23356
34821,34989
34822,21912
34823,38087
34824,40121
34825,20276
34826,22175
34827,1057
34828,25364
34829,28614
34830,7585
34831,21753
34831,49746
34832,9242
34833,35352
34833,44376
34833,51099
34834,971
34835,1043
34836,751
34836,7590
34836,14075
34836,20469
34837,37533
34837,49520
34838,44639
34839,21335
34839,23473
34839,28928
34839,44052
34840,25364
34841,143
4243,28928
4243,37951
4243,43312
34842,280
34842,2620
34842,19271
34842,20351
34843,22833
34844,21912
34845,109
34845,52262
34846,45102
34847,12613
34847,38113
34848,35552
34849,22219
34849,45371
34849,50614
34850,37583
34850,39174
34851,35651
34852,13171
34852,19269
34853,48569
34854,49012
34855,41378
4071,51756
34856,6254
10544,20298
10544,22175
10544,23048
10544,29673
10544,37939
10544,43594
34857,4167
34858,14446
34858,20189
34858,32326
34858,45139
34859,41477
34859,52915
34860,20397
34860,23048
34861,20282
34861,22219
34862,41935
34863,240
34863,9255
34863,11596
34863,20757
34863,38762
34864,49012
34865,31050
34865,32441
34866,20028
34866,20996
34867,12820
34868,29133
34869,21182
34870,32635
34871,1036
34871,20101
34871,41089
34872,11596
34873,12809
34874,9774
34875,10696
34876,51714
34877,14736
34877,50144
34878,32197
5953,29499
34879,37583
34880,49012
34881,47903
34882,24037
34882,34273
34883,34505
34883,37361
34884,21480
34885,22833
34886,29617
34886,31347
34886,33594
34886,38113
34886,50001
34887,41932
34888,245
2927,50010
34889,32441
34890,30447
34891,953
34891,49839
34892,51857
34893,45490
34894,20737
34894,20854
34894,52087
34895,43903
34895,45004
34896,21335
34897,30695
34898,19771
34898,19882
34898,22797
34899,9087
34900,13985
2328,22338
1538,36879
34901,11563
34901,44251
34902,2898
34902,34582
34902,38760
34902,46668
34902,48184
34903,37361
34904,49012
34905,28441
34905,49626
34906,32380
34907,20639
34907,22175
34907,31393
34907,35164
34907,45004
34907,46858
34907,48118
34907,48835
34907,49101
34907,50050
34907,52877
34908,47903
34909,25425
34910,33296
34911,35651
34912,40792
34913,42189
34914,33594
3761,1057
34915,29133
34915,38252
34916,52444
34917,44629
34918,20996
34918,21453
34919,20735
34919,35926
34920,41646
34921,21182
34921,48569
34922,6254
34922,7771
34922,20991
34923,9210
34924,299
34924,32441
34925,22338
34925,46094
34926,22833
34927,49181
34928,37583
11518,14964
11518,29950
11518,36236
11518,37808
11518,44269
11518,50481
11518,52262
34929,2652
34929,34140
34929,35651
34930,32326
34930,37583
34931,22833
34932,42669
34933,29133
34934,39058
34935,38113
34936,2652
34937,21182
10644,25364
10644,46668
10644,49059
10644,49074
1042,21480
940,242
940,16354
940,17032
940,28475
940,29888
940,29924
940,34140
940,34989
940,45996
34938,26921
34938,46287
34939,22259
34940,37953
34941,34275
34942,32380
34943,2762
34944,12820
34945,153
34945,645
34945,20101
34945,26725
34945,33838
34945,38434
34945,41089
34945,44466
34946,21335
34947,21182
34947,50001
34948,447
34948,32578
34948,34582
34949,20996
34950,29617
34950,50001
34951,21182
34952,20469
34953,42484
34954,420
34954,20854
34954,25425
34955,22833
34956,299
34956,20581
34956,21131
34957,50414
34958,29133
34958,38113
34959,35926
34960,2884
34960,37583
34961,48569
3413,20282
3413,50288
34962,793
34962,14446
34962,20854
34962,33594
34962,45319
9377,22259
9377,33093
9377,35926
9377,43775
4051,50309
34963,32209
34963,34140
34963,35651
34963,39987
34963,48132
34964,19623
34964,46622
34965,20376
34966,14117
34966,50984
6946,33311
4362,221
4362,28580
4362,31347
4362,33594
4362,34273
4362,35250
4362,40288
4362,43994
4362,44599
4362,45004
4362,50001
4362,50614
34967,12820
34968,22576
3751,16246
34969,48118
34970,32159
34971,34273
284,676
284,1368
284,20862
284,45004
34972,21182
34972,37955
34973,2794
34974,13398
34975,12613
34975,28473
34975,33594
34975,38113
34975,43994
628,22259
628,37726
628,47472
34976,28473
34976,29617
34976,34214
34976,38113
34976,44629
34976,50614
10383,12275
10383,21182
10383,38113
34977,50006
34978,543
34978,22799
34978,31050
34979,45004
34979,48118
34980,19695
34980,38434
4762,1057
4762,42843
34981,22399
34982,12709
34983,32380
34984,3000
34984,29673
34985,36879
34985,51960
8588,31393
8588,51162
1081,9242
1081,16365
1081,50776
34986,21912
34987,29617
34987,35552
34988,41762
34989,189
34989,546
34989,20941
34989,22743
34989,25425
34989,27452
34989,35680
34989,37971
34989,40644
34989,44466
34989,47851
34990,143
2353,15798
2353,37583
2353,44639
34991,22667
34992,21594
34993,24037
34993,37951
34994,29617
34994,46622
34995,4879
34995,9774
34995,12602
34995,25364
34996,9855
34997,31397
34998,20469
34998,28473
34998,33195
34998,48132
34999,20585
34999,45632
35000,43312
35001,37971
35002,21453
35002,29465
35002,34988
35002,38207
35003,9256
35004,37361
35005,25425
35006,29617
35007,15035
35008,4941
35009,20275
35009,40134
35010,793
35010,19636
35010,20942
35010,23764
35011,20854
35011,47391
35012,22259
35013,20282
35014,45700
35015,109
35016,321
35016,21335
35016,32441
35017,666
35017,21480
35017,38291
35018,12820
35019,49012
35020,506
35021,8845
35021,23028
35021,44061
35022,13911
35022,22560
35022,28928
35022,37952
35022,41818
35023,21480
35024,33780
35025,1057
35026,22607
35026,34641
35027,31393
35028,34989
35029,37498
35030,28580
35030,49012
35031,50414
35032,47903
35033,37583
35034,35552
35035,45004
35036,47168
35037,20298
35038,20854
35039,22706
35039,40644
35040,20275
35040,29906
35040,31469
35040,44269
35040,46622
35040,50943
35041,50819
35042,4167
3988,50414
35043,43637
4911,37583
5135,152
5135,29662
5135,33795
5135,40178
5135,49746
5135,50050
5135,50776
3350,22743
3350,37583
3350,41932
35044,28473
35044,28928
35044,40611
35044,46622
35045,31393
35045,34803
6912,29499
6912,39172
35046,22219
35047,30606
35048,4653
35048,14446
35049,35265
35050,47613
35051,78
35051,2999
35052,29625
35052,36341
35053,48132
35054,38087
35055,12275
35055,33594
35055,49012
35056,15990
35056,29665
35056,35588
35056,45996
35057,36879
35058,21106
35059,35320
7233,21594
7233,24255
7233,32257
7233,37808
7233,49181
7233,50066
35060,42549
7019,24490
7019,41935
35061,28465
35061,29834
35062,22302
35062,50288
35062,50776
35063,40801
35064,22175
35065,23734
35065,30656
35066,10696
35066,50001
35067,22259
35068,20050
35068,20379
35068,20735
35068,34273
35068,34334
35068,48884
35069,32159
35070,10696
35071,37720
35072,1110
35073,29617
35073,34273
35073,41762
35073,41818
35073,48569
35074,2881
35075,37583
35075,48609
4820,22658
4820,37971
4820,38016
4820,51099
35076,37962
35077,50001
35078,20282
35078,21396
35079,37934
35080,26279
35081,35320
35082,29888
35083,666
35083,1082
35083,14249
35083,21917
35083,38492
35083,41232
35083,50414
35084,35651
35084,51960
35085,543
35085,29673
35086,20298
35086,20854
35086,33838
35087,29673
35087,32381
35087,35862
35087,42189
35088,19060
35089,16246
35089,29426
35089,29877
35090,37556
35090,37726
35091,666
35091,1036
35091,22593
35091,38016
35091,47878
35092,669
35093,29635
35094,42189
35095,33334
35095,35552
2642,41624
35096,23029
35097,31469
35097,33296
35097,34273
35098,19882
35098,49124
35099,33311
35099,46622
35100,48569
35101,991
35101,9885
35101,21396
35101,22833
35101,37952
35101,41762
35101,42189
4916,1420
4916,10696
4916,11596
35102,506
35103,506
35103,49746
35104,15798
35105,20282
35105,28928
35105,34946
35105,42220
35105,43312
35105,48569
35106,46293
35107,42189
35108,22658
35109,35552
35110,15955
35110,33803
35111,40288
35111,46735
35112,18198
35112,33594
35112,35552
35112,45004
35113,23764
35113,36418
35113,37583
35114,420
35115,2981
35115,40130
35116,12613
35116,29617
35116,33187
35117,21182
35117,33594
35117,35552
1017,32209
1017,50143
5681,19982
5681,24769
5681,28928
5681,29617
5681,31347
5681,41646
35118,51851
35119,32295
35120,28927
35121,221
35121,50346
35122,2797
35122,34390
35123,42129
35124,37473
35124,49181
35125,19982
8843,2981
8843,32107
35126,33299
35127,48699
35128,1473
35128,2902
35128,39172
35129,29617
35129,40611
1234,645
1234,1455
1234,4752
1234,21335
35130,50007
35131,14199
35131,23048
35132,50271
35133,51465
5692,546
5692,632
5692,1456
5692,1466
5692,7579
5692,9774
5692,22375
5692,22706
5692,22745
5692,26889
5692,35680
5692,37679
5692,40130
35134,30022
35134,32380
35134,42129
35135,29919
35136,52289
35137,36162
35138,549
35138,7570
35138,9774
35138,15247
35138,35651
35139,33334
35139,49012
35140,49012
1856,238
1856,2981
1856,7815
1856,11087
1856,29919
1856,32107
1856,35488
1856,44481
35141,49415
35142,45004
35143,2879
35143,3081
35143,38303
35144,30335
35144,30524
35144,40457
35145,50481
35146,420
35146,29133
35147,16264
35147,31346
35147,45004
35147,49538
2524,35552
2524,42569
35148,49012
35149,4941
35150,42129
35151,34641
35152,20996
35153,4653
35154,44783
35154,47979
35155,221
35155,383
35156,50066
35157,22833
35157,35552
35157,36879
35158,41935
35159,32327
35160,44200
35161,2810
35161,41624
35162,21330
35162,22314
35162,34505
35162,48132
35163,888
35164,39174
35165,35651
35165,50001
7559,20469
7559,24833
7559,30008
7559,33418
7559,40118
7559,40798
7559,48132
35166,4167
35167,20282
35168,40522
35169,20941
35170,22658
35170,29133
35171,33594
35172,49012
35173,39478
35174,28580
4737,37583
35175,10696
35175,11563
35175,12820
35176,36879
35177,35444
35178,42569
35179,37962
35180,25204
35181,7570
35181,19060
35182,825
35182,19975
35182,20996
35182,21131
35182,35680
35183,32961
35183,33083
35183,40064
35183,40644
35184,28475
35184,50066
35185,837
35186,19636
35187,40130
35188,248
35188,51857
35189,35928
35190,40235
9704,22745
35191,14964
35191,49630
35192,14290
35192,39986
35193,12820
35194,37962
35194,40611
35195,45004
35196,45004
35197,29464
35198,31346
35199,23764
35200,20298
35200,20369
35200,20854
7077,9855
7077,22743
7077,29995
7077,32107
7077,34601
35201,238
35202,9256
35202,20854
9538,4653
9538,15955
9538,34989
9538,37361
9538,39351
35203,20282
35203,33594
35203,33605
35203,52848
35203,52969
35204,37361
35205,30959
35205,32441
35205,46293
35205,47982
35206,32635
35206,35250
35206,37720
35207,23029
35207,36308
35208,34505
35209,29617
35210,2981
35210,22607
35211,28473
35212,32218
35212,33594
35212,35250
35212,37583
35212,45004
35213,33605
35213,49012
35214,37583
35215,2868
35216,28580
35217,33498
35218,9795
35218,19882
35218,21182
35218,48118
35218,49524
35219,32380
35220,39058
35221,549
35222,38760
35223,14964
35224,33195
35225,15247
35225,20898
35225,22357
6967,40611
35226,4964
35227,10696
35228,4906
35229,22745
35230,26889
35231,45869
35232,20282
35233,40644
35234,1443
35234,2970
35234,30008
35234,31393
35234,34505
35234,34989
35234,36879
35234,37583
35234,38760
35234,49093
35235,20330
35236,42484
35237,37583
35237,37962
35238,46622
35239,9795
35240,50001
35241,32635
35242,22833
35243,2981
35243,19975
35244,70
35244,22510
35244,34967
35245,50002
35246,33838
35247,2812
35247,22338
35247,22667
35247,32441
35248,32441
35249,248
35250,2981
7084,33334
35251,44845
35252,33311
35253,23764
35254,29617
35255,22833
35256,34641
35257,29666
35258,2889
35258,5331
5861,7870
5861,12709
5861,18182
5861,29666
35259,9795
35260,32197
35261,20854
35261,20942
35261,25425
35261,37583
35262,32380
35263,28614
35264,33594
35265,420
35265,971
35265,15798
35265,44639
35265,48566
35265,49626
35266,549
6322,50007
6322,52431
6322,52495
2387,36211
35267,629
35268,37952
35269,19269
35270,22175
35271,38087
35272,49012
35273,22548
35273,39847
35274,20854
35274,22667
35274,23425
35274,46753
35275,19982
35275,39694
35276,49012
35277,38434
35278,32951
35279,23368
35280,50414
35281,3000
35281,22745
35281,46753
35282,4950
35283,199
35283,7704
35283,9774
35283,19882
35283,46668
35284,50002
35285,19259
35286,825
35286,45439
35287,27452
35288,40176
35288,52428
35289,20469
35289,21336
35289,31393
35289,36879
35290,49746
35291,27452
35292,46622
35293,21406
35294,555
35295,29433
35296,19259
35297,11596
35298,1348
35299,35669
6100,12709
6100,19748
6100,22338
35300,29133
35301,49012
35302,49012
35303,31393
35304,43312
35305,50001
35306,24769
35307,38462
35308,53039
35309,32441
35310,9855
35311,20282
6793,1420
6793,11174
6793,34140
6793,34390
35312,2883
559,28475
559,44269
559,51857
7694,29464
7694,29465
35313,15247
35314,420
35315,29673
35316,20991
35317,44118
35318,53031
378,420
378,4653
378,13782
378,20097
378,24826
378,28475
378,29877
378,34140
378,37361
378,37583
378,39344
378,44269
378,49746
378,49957
378,52681
35319,21106
35319,23092
35319,45004
35320,33252
35320,42484
